date,sender,transaction_amount,balance,transaction_type
2014-01-31,Alice,50.09,0.0,withdrawal
2014-01-31,Charlie,263.72,0.0,withdrawal
2014-01-31,David,49.19,0.0,deposit
2014-01-31,Alice,18.83,0.0,deposit
2014-01-31,Bob,102.87,0.0,withdrawal
2014-01-31,Eve,272.86,0.0,deposit
2014-01-31,Bob,190.06,0.0,deposit
2014-01-31,David,61.51,0.0,withdrawal
2014-01-31,David,94.51,0.0,withdrawal
2014-02-01,Charlie,483.77,0.0,deposit
2014-02-01,Alice,210.91,0.0,withdrawal
2014-02-01,Alice,396.23,0.0,deposit
2014-02-01,David,97.49,0.0,deposit
2014-02-01,Bob,821.48,0.0,deposit
2014-02-01,David,227.57,0.0,deposit
2014-02-01,David,88.31,0.0,deposit
2014-02-02,Bob,65.33,0.0,deposit
2014-02-02,Eve,9.08,0.0,deposit
2014-02-02,Charlie,402.78,0.0,deposit
2014-02-02,David,47.79,0.0,withdrawal
2014-02-02,Alice,76.57,0.0,deposit
2014-02-03,David,39.56,0.0,withdrawal
2014-02-03,Alice,77.05,0.0,withdrawal
2014-02-03,Bob,190.0,0.0,withdrawal
2014-02-03,Eve,138.8,0.0,deposit
2014-02-03,Eve,248.16,0.0,withdrawal
2014-02-03,David,81.24,0.0,withdrawal
2014-02-04,Alice,47.81,0.0,deposit
2014-02-04,Charlie,195.15,0.0,withdrawal
2014-02-04,David,320.02,0.0,deposit
2014-02-04,David,226.89,0.0,deposit
2014-02-04,Bob,319.19,0.0,withdrawal
2014-02-04,Eve,34.93,0.0,withdrawal
2014-02-04,Eve,25.52,0.0,withdrawal
2014-02-04,Bob,20.63,0.0,deposit
2014-02-05,Eve,20.69,0.0,deposit
2014-02-05,Alice,219.24,0.0,deposit
2014-02-05,Bob,118.66,0.0,deposit
2014-02-05,Charlie,245.63,0.0,deposit
2014-02-05,Charlie,360.94,0.0,deposit
2014-02-05,Eve,8.06,0.0,deposit
2014-02-05,Bob,208.8,0.0,withdrawal
2014-02-05,Alice,22.18,0.0,deposit
2014-02-06,Charlie,143.6,0.0,deposit
2014-02-06,David,162.51,0.0,deposit
2014-02-06,Eve,37.11,0.0,deposit
2014-02-06,Eve,2.55,0.0,withdrawal
2014-02-06,Bob,95.24,0.0,withdrawal
2014-02-06,Charlie,79.69,0.0,withdrawal
2014-02-07,David,25.32,0.0,withdrawal
2014-02-07,Alice,7.13,0.0,withdrawal
2014-02-07,David,100.5,0.0,withdrawal
2014-02-07,Alice,111.39,0.0,withdrawal
2014-02-07,Bob,698.28,0.0,deposit
2014-02-07,Alice,19.41,0.0,deposit
2014-02-07,Alice,250.79,0.0,withdrawal
2014-02-07,Alice,204.31,0.0,withdrawal
2014-02-07,Eve,315.27,0.0,withdrawal
2014-02-07,David,5.63,0.0,deposit
2014-02-08,Bob,112.99,0.0,deposit
2014-02-08,David,14.16,0.0,withdrawal
2014-02-08,Eve,112.96,0.0,deposit
2014-02-08,Alice,274.45,0.0,deposit
2014-02-08,Alice,469.69,0.0,withdrawal
2014-02-08,Eve,105.26,0.0,deposit
2014-02-08,Bob,237.39,0.0,deposit
2014-02-08,Alice,564.27,0.0,deposit
2014-02-08,Eve,178.27,0.0,deposit
2014-02-09,Alice,470.95,0.0,deposit
2014-02-09,Eve,120.44,0.0,withdrawal
2014-02-09,Charlie,26.76,0.0,deposit
2014-02-09,David,127.57,0.0,deposit
2014-02-09,Alice,499.94,0.0,deposit
2014-02-09,Bob,42.36,0.0,withdrawal
2014-02-09,David,289.01,0.0,deposit
2014-02-09,Alice,20.88,0.0,withdrawal
2014-02-09,Alice,264.83,0.0,deposit
2014-02-09,Charlie,56.84,0.0,withdrawal
2014-02-10,Alice,38.67,0.0,deposit
2014-02-10,Eve,120.4,0.0,deposit
2014-02-10,Eve,17.49,0.0,withdrawal
2014-02-10,Charlie,49.94,0.0,withdrawal
2014-02-10,Alice,62.86,0.0,deposit
2014-02-10,David,27.98,0.0,deposit
2014-02-10,Charlie,89.99,0.0,deposit
2014-02-10,Bob,177.99,0.0,deposit
2014-02-10,Eve,99.13,0.0,deposit
2014-02-10,David,421.3,0.0,withdrawal
2014-02-10,David,516.27,0.0,deposit
2014-02-10,David,72.87,0.0,withdrawal
2014-02-11,David,363.27,0.0,deposit
2014-02-11,David,27.98,0.0,deposit
2014-02-11,Alice,22.38,0.0,withdrawal
2014-02-11,Eve,67.67,0.0,deposit
2014-02-11,Eve,59.77,0.0,withdrawal
2014-02-11,Charlie,129.59,0.0,deposit
2014-02-11,Eve,73.06,0.0,deposit
2014-02-11,David,6.35,0.0,withdrawal
2014-02-12,David,271.28,0.0,withdrawal
2014-02-12,Alice,162.91,0.0,withdrawal
2014-02-12,Alice,61.07,0.0,deposit
2014-02-12,Eve,57.74,0.0,withdrawal
2014-02-12,David,265.5,0.0,withdrawal
2014-02-12,David,263.28,0.0,deposit
2014-02-12,Bob,143.28,0.0,withdrawal
2014-02-12,Eve,36.41,0.0,deposit
2014-02-12,Bob,64.96,0.0,deposit
2014-02-12,Alice,112.92,0.0,deposit
2014-02-12,Eve,306.54,0.0,withdrawal
2014-02-13,Charlie,441.97,0.0,deposit
2014-02-13,Eve,0.27,0.0,withdrawal
2014-02-13,Eve,18.23,0.0,deposit
2014-02-13,Alice,323.87,0.0,deposit
2014-02-13,Charlie,380.92,0.0,deposit
2014-02-13,Eve,84.15,0.0,withdrawal
2014-02-13,Charlie,635.62,0.0,deposit
2014-02-13,David,71.78,0.0,withdrawal
2014-02-13,Alice,109.54,0.0,withdrawal
2014-02-14,Alice,111.3,0.0,deposit
2014-02-14,Bob,7.56,0.0,deposit
2014-02-14,Alice,28.57,0.0,deposit
2014-02-14,Bob,206.16,0.0,deposit
2014-02-14,Bob,165.02,0.0,withdrawal
2014-02-15,Eve,34.96,0.0,withdrawal
2014-02-15,Charlie,159.23,0.0,withdrawal
2014-02-15,Bob,120.9,0.0,deposit
2014-02-15,Eve,26.04,0.0,withdrawal
2014-02-15,Bob,219.19,0.0,withdrawal
2014-02-15,David,4.14,0.0,withdrawal
2014-02-15,Alice,27.02,0.0,deposit
2014-02-15,Alice,240.9,0.0,deposit
2014-02-15,Eve,150.09,0.0,withdrawal
2014-02-16,David,28.35,0.0,deposit
2014-02-16,Charlie,406.99,0.0,withdrawal
2014-02-16,Charlie,834.82,0.0,deposit
2014-02-16,David,205.6,0.0,deposit
2014-02-16,Charlie,39.75,0.0,withdrawal
2014-02-16,David,66.24,0.0,deposit
2014-02-16,David,46.03,0.0,deposit
2014-02-17,Bob,392.02,0.0,withdrawal
2014-02-17,Bob,84.64,0.0,withdrawal
2014-02-17,David,134.66,0.0,deposit
2014-02-17,Bob,30.82,0.0,withdrawal
2014-02-17,Charlie,25.24,0.0,deposit
2014-02-18,Eve,107.79,0.0,deposit
2014-02-18,Bob,443.81,0.0,withdrawal
2014-02-18,Bob,68.44,0.0,deposit
2014-02-18,Charlie,510.11,0.0,withdrawal
2014-02-18,David,94.35,0.0,deposit
2014-02-18,Charlie,123.41,0.0,withdrawal
2014-02-18,Bob,198.8,0.0,deposit
2014-02-18,Charlie,401.23,0.0,deposit
2014-02-18,Alice,7.37,0.0,withdrawal
2014-02-19,Bob,254.42,0.0,withdrawal
2014-02-19,Charlie,220.96,0.0,deposit
2014-02-19,David,72.55,0.0,withdrawal
2014-02-19,Alice,211.14,0.0,deposit
2014-02-19,David,92.83,0.0,withdrawal
2014-02-19,Eve,304.19,0.0,deposit
2014-02-19,Eve,138.85,0.0,deposit
2014-02-19,Charlie,38.29,0.0,deposit
2014-02-19,Charlie,84.5,0.0,withdrawal
2014-02-20,Eve,306.11,0.0,deposit
2014-02-20,Alice,37.83,0.0,withdrawal
2014-02-20,Eve,96.38,0.0,withdrawal
2014-02-20,David,176.26,0.0,withdrawal
2014-02-20,Charlie,207.64,0.0,deposit
2014-02-20,Charlie,33.99,0.0,withdrawal
2014-02-20,David,228.36,0.0,withdrawal
2014-02-20,David,437.84,0.0,withdrawal
2014-02-21,Eve,188.62,0.0,deposit
2014-02-21,Eve,1378.49,0.0,withdrawal
2014-02-21,Eve,148.56,0.0,deposit
2014-02-21,Charlie,30.38,0.0,deposit
2014-02-21,Alice,508.73,0.0,deposit
2014-02-21,David,31.87,0.0,withdrawal
2014-02-21,Alice,142.28,0.0,withdrawal
2014-02-21,Bob,22.43,0.0,withdrawal
2014-02-22,David,59.44,0.0,deposit
2014-02-22,Charlie,190.16,0.0,deposit
2014-02-22,David,129.53,0.0,deposit
2014-02-23,Charlie,570.19,0.0,deposit
2014-02-23,Eve,312.93,0.0,withdrawal
2014-02-23,Charlie,300.17,0.0,withdrawal
2014-02-23,Alice,458.9,0.0,deposit
2014-02-24,David,226.79,0.0,deposit
2014-02-24,Eve,125.76,0.0,withdrawal
2014-02-24,Bob,38.82,0.0,deposit
2014-02-24,Alice,279.8,0.0,withdrawal
2014-02-24,Charlie,213.04,0.0,withdrawal
2014-02-24,Eve,177.86,0.0,withdrawal
2014-02-24,David,692.85,0.0,deposit
2014-02-24,Bob,184.67,0.0,deposit
2014-02-24,Charlie,243.57,0.0,deposit
2014-02-24,David,99.36,0.0,deposit
2014-02-24,Charlie,141.34,0.0,withdrawal
2014-02-24,Eve,258.23,0.0,withdrawal
2014-02-24,Charlie,156.56,0.0,withdrawal
2014-02-25,Bob,38.63,0.0,deposit
2014-02-25,Charlie,539.74,0.0,withdrawal
2014-02-25,Bob,16.03,0.0,deposit
2014-02-25,Alice,188.83,0.0,withdrawal
2014-02-25,Bob,745.4,0.0,deposit
2014-02-25,Bob,260.29,0.0,withdrawal
2014-02-25,Charlie,226.18,0.0,deposit
2014-02-26,Alice,219.0,0.0,withdrawal
2014-02-26,Charlie,287.57,0.0,deposit
2014-02-26,Charlie,703.28,0.0,deposit
2014-02-26,Eve,313.85,0.0,deposit
2014-02-26,Charlie,1192.02,0.0,deposit
2014-02-26,Bob,240.06,0.0,withdrawal
2014-02-27,Eve,41.84,0.0,withdrawal
2014-02-27,Eve,327.76,0.0,withdrawal
2014-02-27,Bob,702.25,0.0,deposit
2014-02-27,Charlie,189.17,0.0,deposit
2014-02-27,Charlie,2.49,0.0,deposit
2014-02-28,Bob,774.68,0.0,deposit
2014-02-28,Charlie,55.71,0.0,withdrawal
2014-02-28,David,202.32,0.0,deposit
2014-02-28,David,316.28,0.0,withdrawal
2014-02-28,Bob,99.75,0.0,deposit
2014-02-28,Bob,135.1,0.0,withdrawal
2014-02-28,Alice,106.8,0.0,deposit
2014-02-28,Charlie,53.5,0.0,deposit
2014-02-28,Eve,14.96,0.0,deposit
2014-02-28,Charlie,582.23,0.0,deposit
2014-03-01,Charlie,194.11,0.0,deposit
2014-03-01,Alice,203.02,0.0,deposit
2014-03-01,Charlie,364.54,0.0,deposit
2014-03-01,Alice,60.09,0.0,withdrawal
2014-03-01,Charlie,535.24,0.0,deposit
2014-03-01,Bob,408.57,0.0,deposit
2014-03-02,Bob,142.63,0.0,withdrawal
2014-03-02,Eve,288.25,0.0,deposit
2014-03-02,David,328.01,0.0,deposit
2014-03-02,Bob,93.7,0.0,withdrawal
2014-03-02,Eve,215.72,0.0,deposit
2014-03-02,David,835.3,0.0,withdrawal
2014-03-02,Charlie,159.8,0.0,withdrawal
2014-03-02,Alice,383.97,0.0,deposit
2014-03-02,Eve,136.37,0.0,withdrawal
2014-03-03,Alice,15.12,0.0,deposit
2014-03-03,Bob,289.17,0.0,withdrawal
2014-03-03,David,217.33,0.0,withdrawal
2014-03-03,Eve,11.82,0.0,deposit
2014-03-03,Eve,294.73,0.0,withdrawal
2014-03-03,Bob,411.44,0.0,withdrawal
2014-03-03,Alice,191.9,0.0,withdrawal
2014-03-03,Bob,358.51,0.0,deposit
2014-03-03,Bob,103.31,0.0,deposit
2014-03-04,Eve,267.32,0.0,withdrawal
2014-03-04,Alice,564.39,0.0,withdrawal
2014-03-04,Bob,186.14,0.0,withdrawal
2014-03-04,David,123.01,0.0,withdrawal
2014-03-04,Alice,21.25,0.0,withdrawal
2014-03-04,Eve,77.61,0.0,deposit
2014-03-04,Alice,23.02,0.0,deposit
2014-03-04,Charlie,155.28,0.0,deposit
2014-03-04,David,24.75,0.0,withdrawal
2014-03-04,David,203.87,0.0,deposit
2014-03-04,Eve,325.91,0.0,withdrawal
2014-03-05,Bob,542.06,0.0,withdrawal
2014-03-05,Charlie,92.32,0.0,withdrawal
2014-03-05,Bob,27.56,0.0,withdrawal
2014-03-05,David,693.91,0.0,deposit
2014-03-05,Alice,29.99,0.0,deposit
2014-03-05,Charlie,130.0,0.0,deposit
2014-03-06,David,176.48,0.0,deposit
2014-03-06,Bob,884.36,0.0,deposit
2014-03-06,Charlie,38.2,0.0,deposit
2014-03-06,David,157.86,0.0,withdrawal
2014-03-06,David,23.28,0.0,deposit
2014-03-06,David,148.58,0.0,withdrawal
2014-03-06,Alice,441.08,0.0,deposit
2014-03-07,Charlie,10.06,0.0,deposit
2014-03-07,Eve,364.21,0.0,deposit
2014-03-07,Charlie,121.02,0.0,withdrawal
2014-03-07,Bob,81.01,0.0,deposit
2014-03-07,Charlie,229.39,0.0,withdrawal
2014-03-07,Eve,62.85,0.0,deposit
2014-03-07,Bob,23.15,0.0,withdrawal
2014-03-07,Bob,15.87,0.0,withdrawal
2014-03-08,Charlie,36.25,0.0,deposit
2014-03-08,David,9.1,0.0,deposit
2014-03-08,Eve,84.56,0.0,withdrawal
2014-03-08,Charlie,161.45,0.0,deposit
2014-03-08,Charlie,599.85,0.0,withdrawal
2014-03-08,Alice,70.53,0.0,withdrawal
2014-03-08,Charlie,243.23,0.0,withdrawal
2014-03-08,Eve,398.13,0.0,deposit
2014-03-08,Alice,44.07,0.0,withdrawal
2014-03-09,Bob,313.59,0.0,withdrawal
2014-03-09,Bob,780.33,0.0,deposit
2014-03-09,Charlie,161.37,0.0,withdrawal
2014-03-09,Alice,21.28,0.0,deposit
2014-03-09,Bob,143.94,0.0,deposit
2014-03-09,Alice,360.17,0.0,deposit
2014-03-09,Bob,283.44,0.0,deposit
2014-03-09,Bob,182.34,0.0,deposit
2014-03-09,Eve,101.23,0.0,deposit
2014-03-10,Charlie,30.76,0.0,withdrawal
2014-03-10,Eve,22.2,0.0,deposit
2014-03-10,Charlie,346.66,0.0,withdrawal
2014-03-10,Bob,189.6,0.0,deposit
2014-03-10,Bob,248.08,0.0,deposit
2014-03-10,Bob,83.74,0.0,deposit
2014-03-10,Charlie,53.73,0.0,withdrawal
2014-03-10,David,111.89,0.0,deposit
2014-03-10,Eve,79.82,0.0,withdrawal
2014-03-10,Charlie,318.27,0.0,deposit
2014-03-10,Alice,143.49,0.0,deposit
2014-03-11,Alice,103.56,0.0,deposit
2014-03-11,Bob,242.3,0.0,withdrawal
2014-03-11,Charlie,236.96,0.0,withdrawal
2014-03-11,Bob,91.31,0.0,withdrawal
2014-03-11,Alice,238.55,0.0,withdrawal
2014-03-12,Charlie,348.51,0.0,withdrawal
2014-03-12,Eve,90.66,0.0,deposit
2014-03-12,Charlie,47.83,0.0,deposit
2014-03-12,Bob,18.18,0.0,deposit
2014-03-12,David,236.69,0.0,deposit
2014-03-12,David,68.5,0.0,deposit
2014-03-12,David,12.5,0.0,deposit
2014-03-12,Bob,40.68,0.0,withdrawal
2014-03-13,Alice,163.86,0.0,withdrawal
2014-03-13,Bob,40.3,0.0,withdrawal
2014-03-13,Alice,46.33,0.0,withdrawal
2014-03-13,Eve,81.32,0.0,deposit
2014-03-13,Charlie,10.49,0.0,deposit
2014-03-13,Bob,144.51,0.0,withdrawal
2014-03-13,David,182.0,0.0,withdrawal
2014-03-13,Alice,412.28,0.0,deposit
2014-03-13,David,139.69,0.0,withdrawal
2014-03-13,Charlie,1006.84,0.0,withdrawal
2014-03-13,Charlie,7.48,0.0,deposit
2014-03-13,David,396.63,0.0,deposit
2014-03-13,Alice,362.02,0.0,withdrawal
2014-03-13,Bob,471.02,0.0,withdrawal
2014-03-14,David,235.59,0.0,deposit
2014-03-14,Charlie,392.69,0.0,withdrawal
2014-03-14,David,26.81,0.0,withdrawal
2014-03-14,Alice,344.8,0.0,withdrawal
2014-03-14,David,51.57,0.0,withdrawal
2014-03-14,Alice,22.07,0.0,withdrawal
2014-03-14,David,159.39,0.0,deposit
2014-03-15,Bob,25.61,0.0,withdrawal
2014-03-15,Eve,44.85,0.0,deposit
2014-03-15,Bob,134.8,0.0,withdrawal
2014-03-15,David,159.91,0.0,withdrawal
2014-03-15,Bob,17.31,0.0,withdrawal
2014-03-15,Bob,251.57,0.0,withdrawal
2014-03-15,Bob,295.87,0.0,deposit
2014-03-15,Charlie,46.27,0.0,deposit
